2,212.5,0.0025,0.0002,225,0.3,0,0,0,0,1497,0,0
11,250,0.0035,0.0002,450,0.6,0,0,0,1,17691,288,0
11,250,0.0035,0.0002,450,0.6,0,0,0,1,17691,288,0
11,250,0.0035,0.0002,450,0.6,0,0,0,1,17691,288,0
11,250,0.0035,0.0002,450,0.6,0,0,0,0,1497,0,0
11,250,0.0035,0.0002,450,0.6,0,0,0,0,1969,3,0
23,100,0.004,0.0002,300,0.3,0,0,0,0,53668,1744,0
19,100,0.002,0.0001,375,0.3,0,0,0,0,52036,874,0
18,100,0.004,0.0004,150,0.4,0,0,0,0,33929,1755,0
12,100,0.002,0.0001,150,0.4,0,0,0,0,31308,845,0
6,100,0.0025,0.0004,450,0.4,0,0,0,0,33422,1103,0
15,100,0.004,0.0004,450,0.6,0,0,0,1,21194,1645,0
34,100,0.0035,0.0001,450,0.6,0,0,0,1,18814,1450,0
20,137.5,0.0025,0.0002,225,0.3,0,0,0,2,90946,1522,0
14,100,0.002,0.0005,375,0.7,0,0,0,2,17730,840,0
7,100,0.0035,0.0005,225,0.7,0,0,0,5,19640,1456,0
3,100,0.002,0.0001,225,0.7,0,0,0,3,18403,822,0
30,137.5,0.0035,0.0005,375,0.3,0,0,0,3,98674,2084,0
31,137.5,0.004,0.0001,450,0.4,0,0,0,4,63862,2293,0
39,100,0.002,0.0005,225,0.4,0,0,0,0,29914,899,0
32,137.5,0.0035,0.0001,225,0.4,0,0,0,3,63657,2020,0
10,137.5,0.0025,0.0004,150,0.6,0,0,0,5,40866,1422,0
8,137.5,0.002,0.0002,450,0.6,0,0,0,2,36161,1130,0
36,100,0.004,0.0002,150,0.6,0,0,0,2,19832,1656,0
21,137.5,0.004,0.0002,375,0.7,0,0,0,4,36129,2185,0
2,212.5,0.0025,0.0002,225,0.3,0,0,0,2,2.0723e+05,2332,0
22,175,0.003,0.0003,300,0.5,0,0,0,4,80851,2166,0
1,175,0.003,0.0003,300,0.5,0,0,0,4,80851,2166,0
9,175,0.003,0.0003,300,0.5,0,0,0,4,80851,2166,0
29,212.5,0.002,0.0002,375,0.4,0,0,0,1,1.372e+05,1812,0
33,212.5,0.004,0.0005,450,0.4,0,0,0,5,1.487e+05,3582,0
28,250,0.002,0.0004,150,0.3,0,0,0,4,2.9047e+05,2093,0
5,250,0.0025,0.0001,450,0.3,0,0,0,1,2.7988e+05,2681,0
26,250,0.0035,0.0004,375,0.3,0,0,0,3,2.9516e+05,3674,0
35,250,0.004,0.0002,150,0.4,0,0,0,9,2.0646e+05,4137,0
24,212.5,0.0035904,0.0005,375,0.7,0,0,0,8,1.0291e+05,3081,0
16,212.5,0.0025,0.0001,375,0.7,0,0,0,7,1.0177e+05,2173,0
40,212.5,0.002,0.0004,450,0.3,0,0,0,2,2.1158e+05,1829,0
42,212.5,0.0035,0.0005,150,0.3,0,0,0,4,2.1328e+05,3249,0
38,212.5,0.004,0.0001,375,0.3,0,0,0,3,2.147e+05,3663,0
27,250,0.0025,0.0005,375,0.5,0,0,0,7,1.6105e+05,2563,0
4,250,0.002,0.0001,150,0.6,0,0,0,7,1.4611e+05,2038,0
11,250,0.0035,0.0002,450,0.6,0,0,0,11,1.4491e+05,3522,0
17,212.5,0.004,0.0001,225,0.6,0,0,0,10,1.0708e+05,3431,0
13,250,0.004,0.0004,225,0.6,0,0,0,15,1.4907e+05,3974,0
25,250,0.0035,0.0002,150,0.7,0,0,0,14,1.3736e+05,3473,0
41,212.5,0.002,0.0005,225,0.7,0,0,0,9,1.0715e+05,1735,0
37,250,0.002,0.0004,450,0.7,0,0,0,4,1.4483e+05,2002,0
