23,100,0.004,0.0002,300,0.3,0,0,0,0,50643,1745,0
19,100,0.002,0.0001,375,0.3,0,0,0,0,51294,885,0
6,100,0.0025,0.0004,450,0.4,0,0,0,1,32419,1074,0
12,100,0.002,0.0001,150,0.4,0,0,0,0,34198,851,0
18,100,0.004,0.0004,150,0.4,0,0,0,4,35536,1681,0
39,100,0.002,0.0005,225,0.4,0,0,0,2,32702,893,0
14,100,0.002,0.0005,375,0.7,0,0,0,3,17290,845,0
36,100,0.004,0.0002,150,0.6,0,0,0,3,20052,1642,0
34,100,0.0035,0.0001,450,0.6,0,0,0,3,20077,1410,0
15,100,0.004,0.0004,450,0.6,0,0,0,3,19187,1649,0
20,137.5,0.0025,0.0002,225,0.3,0,0,0,3,95782,1519,0
3,100,0.002,0.0001,225,0.7,0,0,0,2,15114,811,0
7,100,0.0035,0.0005,225,0.7,0,0,0,2,15617,1472,0
30,137.5,0.0035,0.0005,375,0.3,0,0,0,3,92926,2077,0
32,137.5,0.0035,0.0001,225,0.4,0,0,0,1,62230,2071,0
31,137.5,0.004,0.0001,450,0.4,0,0,0,1,67368,2292,0
10,137.5,0.0025,0.0004,150,0.6,0,0,0,2,39511,1390,0
8,137.5,0.002,0.0002,450,0.6,0,0,0,1,39974,1141,0
21,137.5,0.004,0.0002,375,0.7,0,0,0,3,35548,2238,0
40,212.5,0.002,0.0004,450,0.3,0,0,0,0,2.06e+05,1818,0
22,175,0.003,0.0003,300,0.5,0,0,0,2,77457,2171,0
2,212.5,0.0025,0.0002,225,0.3,0,0,0,6,1.967e+05,2336,0
42,212.5,0.0035,0.0005,150,0.3,0,0,0,2,2.16e+05,3191,0
1,175,0.003,0.0003,300,0.5,0,0,0,2,77457,2171,0
9,175,0.003,0.0003,300,0.5,0,0,0,2,77457,2171,0
38,212.5,0.004,0.0001,375,0.3,0,0,0,4,2.1612e+05,3665,0
33,212.5,0.004,0.0005,450,0.4,0,0,0,9,1.5197e+05,3565,0
29,212.5,0.002,0.0002,375,0.4,0,0,0,2,1.403e+05,1796,0
5,250,0.0025,0.0001,450,0.3,0,0,0,2,2.8127e+05,2674,0
26,250,0.0035,0.0004,375,0.3,0,0,0,5,2.927e+05,3709,0
28,250,0.002,0.0004,150,0.3,0,0,0,3,2.7405e+05,2099,0
17,212.5,0.004,0.0001,225,0.6,0,0,0,12,1.0385e+05,3395,0
35,250,0.004,0.0002,150,0.4,0,0,0,8,2.0243e+05,4101,0
24,212.5,0.0035904,0.0005,375,0.7,0,0,0,15,96319,3097,0
41,212.5,0.002,0.0005,225,0.7,0,0,0,5,1.0514e+05,1739,0
13,250,0.004,0.0004,225,0.6,0,0,0,19,1.425e+05,3959,0
16,212.5,0.0025,0.0001,375,0.7,0,0,0,13,93761,2174,0
27,250,0.0025,0.0005,375,0.5,0,0,0,2,1.6027e+05,2530,0
11,250,0.0035,0.0002,450,0.6,0,0,0,18,1.4302e+05,3534,0
4,250,0.002,0.0001,150,0.6,0,0,0,8,1.4412e+05,2013,0
25,250,0.0035,0.0002,150,0.7,0,0,0,19,1.368e+05,3507,0
37,250,0.002,0.0004,450,0.7,0,0,0,9,1.4398e+05,1981,0
