12,100,0.002,0.0001,150,0.4,0,0,0,0,31308,845,0
39,100,0.002,0.0005,225,0.4,0,0,0,0,29914,899,0
19,100,0.002,0.0001,375,0.3,0,0,0,0,52036,874,0
18,100,0.004,0.0004,150,0.4,0,0,0,1,34807,1713,0
23,100,0.004,0.0002,300,0.3,0,0,0,0,53499,1779,0
3,100,0.002,0.0001,225,0.7,0,0,0,1,19134,814,0
6,100,0.0025,0.0004,450,0.4,0,0,0,0,33842,1074,0
36,100,0.004,0.0002,150,0.6,0,0,0,2,20930,1671,0
14,100,0.002,0.0005,375,0.7,0,0,0,2,17732,841,0
7,100,0.0035,0.0005,225,0.7,0,0,0,2,18017,1437,0
20,137.5,0.0025,0.0002,225,0.3,0,0,0,3,89696,1521,0
34,100,0.0035,0.0001,450,0.6,0,0,0,4,18372,1475,0
32,137.5,0.0035,0.0001,225,0.4,0,0,0,1,65461,2046,0
10,137.5,0.0025,0.0004,150,0.6,0,0,0,4,39150,1428,0
15,100,0.004,0.0004,450,0.6,0,0,0,3,20535,1664,0
30,137.5,0.0035,0.0005,375,0.3,0,0,0,1,96356,2081,0
8,137.5,0.002,0.0002,450,0.6,0,0,0,3,38077,1159,0
2,212.5,0.0025,0.0002,225,0.3,0,0,0,4,2.1059e+05,2303,0
42,212.5,0.0035,0.0005,150,0.3,0,0,0,4,2.1844e+05,3225,0
31,137.5,0.004,0.0001,450,0.4,0,0,0,1,64664,2273,0
28,250,0.002,0.0004,150,0.3,0,0,0,0,2.8659e+05,2158,0
1,175,0.003,0.0003,300,0.5,0,0,0,7,80761,2194,0
9,175,0.003,0.0003,300,0.5,0,0,0,7,80761,2194,0
22,175,0.003,0.0003,300,0.5,0,0,0,7,80761,2194,0
21,137.5,0.004,0.0002,375,0.7,0,0,0,6,35965,2203,0
29,212.5,0.002,0.0002,375,0.4,0,0,0,1,1.3479e+05,1817,0
40,212.5,0.002,0.0004,450,0.3,0,0,0,0,2.1276e+05,1828,0
